RelationshipId,PassengerId1,PassengerId2,RelationshipType,Survived1,Survived2
94,60,1031,Father,False,
95,60,1032,Sister,False,
96,63,231,Spouse,False,True
97,64,168,Mother,False,False
98,64,361,Father,False,False
99,64,635,Sister,False,False
100,64,643,Sister,False,False
101,64,820,Brother,False,False
102,66,710,Brother,True,True
103,66,1117,Mother,True,
104,69,14,Extended,True,False
105,69,120,Sister,True,False
106,69,147,Extended,True,True
107,69,542,Sister,True,False
108,69,543,Sister,True,False
109,69,611,Extended,True,False
110,69,814,Sister,True,False
111,69,851,Brother,True,False
112,69,982,Extended,True,
113,69,1212,Extended,True,
114,70,1268,Sister,False,
115,72,60,Brother,False,False
116,72,387,Brother,False,False
117,72,481,Brother,False,False
118,72,679,Mother,False,False
119,72,684,Brother,False,False
120,72,1031,Father,False,
121,72,1032,Sister,False,
122,74,1007,Brother,False,
123,79,324,Mother,True,True
124,79,899,Father,True,
125,84,1295,Extended,False,
126,86,105,Brother,True,False
127,86,207,Spouse,True,False
128,86,380,Extended,True,False
129,86,393,Brother,True,False
130,86,877,Extended,True,False
131,89,28,Brother,True,False
132,89,342,Sister,True,True
133,89,439,Father,True,False
134,89,945,Sister,True,
135,89,961,Mother,True,
136,93,906,Spouse,False,
137,94,789,Son,False,True
138,94,924,Spouse,False,
139,94,1246,Daughter,False,
140,98,1242,Mother,True,
141,99,652,Daughter,True,True
142,100,317,Spouse,False,True
143,102,878,Extended,False,False
144,103,125,Father,False,False
145,104,26,Extended,False,True
146,104,396,Extended,False,False
147,104,806,Extended,False,False
148,104,1191,Extended,False,
149,105,86,Sister,False,True
150,105,380,Extended,False,False
151,105,393,Brother,False,False
152,105,877,Extended,False,False
153,110,6,Extended,True,False
154,110,769,Brother,True,False
155,112,241,Sister,False,False
156,114,403,Sister,False,False
157,114,580,Extended,False,True
158,115,245,Extended,False,False
159,118,42,Spouse,False,False
160,120,14,Father,False,False
161,120,69,Sister,False,True
162,120,147,Extended,False,True
163,120,542,Sister,False,False
164,120,543,Sister,False,False
165,120,611,Mother,False,False
166,120,814,Sister,False,False
167,120,851,Brother,False,False
168,120,982,Extended,False,
169,120,1106,Sister,False,
170,120,1212,Extended,False,
171,121,656,Brother,False,False
172,121,666,Brother,False,False
173,123,10,Spouse,False,True
174,125,103,Son,False,False
175,126,40,Sister,True,True
176,129,534,Mother,True,True
177,129,1309,Brother,True,
178,133,917,Spouse,False,
179,134,993,Spouse,True,
180,138,4,Spouse,False,True
181,141,368,Extended,False,True
182,141,599,Extended,False,False
183,141,853,Daughter,False,False
184,141,972,Son,False,
185,143,404,Spouse,True,False
186,145,1096,Extended,False,
187,147,14,Extended,True,False
188,147,69,Extended,True,True
189,147,120,Extended,True,False
190,147,542,Extended,True,False
191,147,543,Extended,True,False
192,147,611,Extended,True,False
193,147,814,Extended,True,False
194,147,851,Extended,True,False
195,147,982,Extended,True,
196,147,1106,Extended,True,
197,147,1212,Extended,True,
198,149,194,Son,False,True
199,149,341,Son,False,True
200,152,337,Spouse,True,False
201,154,1084,Son,False,
202,154,1236,Son,False,
203,155,198,Extended,False,False
204,155,509,Extended,False,False
205,155,913,Extended,False,
206,156,915,Son,False,
207,160,181,Sister,False,False
208,160,202,Brother,False,False
209,160,325,Brother,False,False
210,160,793,Sister,False,False
211,160,847,Brother,False,False
212,160,864,Sister,False,False
213,160,1080,Sister,False,
214,160,1234,Father,False,
215,160,1252,Brother,False,
216,160,1257,Mother,False,
217,161,1017,Daughter,False,
218,162,1012,Extended,True,
219,163,395,Extended,False,True
220,164,501,Extended,False,False
221,165,51,Brother,False,False
222,165,267,Brother,False,False
223,165,639,Mother,False,False
224,165,687,Brother,False,False
225,165,825,Brother,False,False
226,166,329,Mother,True,True
227,166,549,Father,True,False
228,166,934,Extended,True,
229,168,64,Son,False,False
230,168,361,Spouse,False,False
231,168,479,Extended,False,False
232,168,635,Daughter,False,False
233,168,643,Daughter,False,False
234,168,820,Son,False,False
235,168,1087,Extended,False,
236,168,1115,Extended,False,
237,172,17,Brother,False,False
238,172,279,Brother,False,False
239,172,788,Brother,False,False
240,172,886,Mother,False,False
241,172,947,Brother,False,
242,173,9,Mother,True,True
243,173,303,Extended,True,False
244,173,598,Extended,True,False
245,173,720,Extended,True,False
246,173,870,Brother,True,True
247,176,1045,Mother,False,
248,176,1155,Sister,False,
249,177,230,Sister,False,False
250,177,410,Sister,False,False
251,177,486,Sister,False,False
252,177,1024,Mother,False,
253,181,160,Brother,False,False
254,181,202,Brother,False,False
255,181,325,Brother,False,False
256,181,793,Sister,False,False
257,181,847,Brother,False,False
258,181,864,Sister,False,False
259,181,1080,Sister,False,
260,181,1234,Father,False,
261,181,1252,Brother,False,
262,181,1257,Mother,False,
263,183,26,Mother,False,True
264,183,234,Sister,False,True
265,183,262,Brother,False,True
266,183,1046,Brother,False,
267,183,1066,Father,False,
268,183,1118,Extended,False,
269,183,1271,Brother,False,
270,184,619,Sister,True,True
271,184,1070,Mother,True,
272,184,1218,Sister,True,
273,185,1057,Mother,True,
274,185,1286,Father,True,
275,187,365,Spouse,True,False
276,187,553,Extended,True,False
277,189,594,Daughter,False,False
278,189,658,Spouse,False,False
279,194,149,Father,True,False
280,194,341,Brother,True,True
281,198,155,Extended,False,False
282,198,509,Extended,False,False
283,198,913,Son,False,
284,200,1265,Extended,False,
285,202,160,Brother,False,False
286,202,181,Sister,False,False
287,202,325,Brother,False,False
288,202,793,Sister,False,False
289,202,847,Brother,False,False
290,202,864,Sister,False,False
291,202,1080,Sister,False,
292,202,1234,Father,False,
293,202,1252,Brother,False,
294,202,1257,Mother,False,
295,206,252,Mother,False,False
296,207,86,Spouse,False,True
297,209,1205,Extended,True,
298,211,785,Extended,False,False
299,215,1013,Brother,False,
300,216,394,Sister,True,True
301,216,660,Extended,True,False
302,218,601,Spouse,False,True
303,220,571,Extended,False,True
304,225,487,Spouse,True,True
305,226,568,Extended,False,False
306,230,177,Brother,False,False
307,230,410,Sister,False,False
308,230,486,Sister,False,False
309,230,1024,Mother,False,
310,231,63,Spouse,True,False
311,232,41,Extended,False,False
312,232,714,Extended,False,False
313,234,26,Mother,True,True
314,234,183,Brother,True,False
315,234,262,Brother,True,True
316,234,1046,Brother,True,
317,234,1066,Father,True,
318,234,1118,Extended,True,
319,234,1271,Brother,True,
320,237,1140,Spouse,False,
321,238,638,Father,True,False
322,238,802,Mother,True,True
323,241,112,Sister,False,False
324,242,613,Sister,True,True
325,242,1092,Extended,True,
326,245,115,Extended,False,False
327,246,413,Sister,False,True
328,246,1303,Spouse,False,
329,248,756,Son,True,True
330,249,872,Spouse,True,True
331,250,855,Spouse,False,False
332,252,206,Daughter,False,False
333,252,268,Brother,False,True
334,252,1251,Extended,False,
335,254,618,Spouse,False,False
336,255,425,Son,False,False
337,255,1176,Daughter,False,
338,256,860,Extended,True,False
339,256,1053,Son,True,
340,256,1175,Daughter,True,
341,257,1219,Extended,True,
342,259,940,Extended,True,
343,260,636,Extended,True,True
344,262,26,Mother,True,True
345,262,183,Brother,True,False
346,262,234,Sister,True,True
347,262,1046,Brother,True,
348,262,1066,Father,True,
349,262,1118,Extended,True,
350,262,1271,Brother,True,
351,263,559,Spouse,False,True
352,263,586,Daughter,False,True
353,267,51,Brother,False,False
354,267,165,Brother,False,False
355,267,639,Mother,False,False
356,267,687,Brother,False,False
357,267,825,Brother,False,False
358,268,252,Sister,True,False
359,268,1251,Extended,True,
360,269,333,Son,True,False
361,269,888,Extended,True,True
362,273,447,Daughter,True,True
363,276,766,Sister,True,True
364,276,807,Extended,True,False
365,279,17,Brother,False,False
366,279,172,Brother,False,False
367,279,788,Brother,False,False
368,279,886,Mother,False,False
369,279,947,Brother,False,
370,280,747,Spouse,True,False
371,280,1284,Son,True,
372,282,397,Extended,False,False
373,282,1192,Extended,False,
374,285,942,Extended,False,
375,285,1287,Extended,False,
376,290,898,Extended,True,
377,292,485,Spouse,True,True
378,298,306,Brother,False,True
379,298,499,Mother,False,False
380,298,1198,Father,False,
381,301,574,Extended,True,True
382,301,892,Extended,True,
383,302,331,Sister,True,True
384,302,1019,Sister,True,
385,303,9,Extended,False,True
386,303,173,Extended,False,True
387,303,598,Extended,False,False
388,303,720,Extended,False,False
389,303,870,Extended,False,True
390,304,908,Extended,True,
391,305,736,Extended,False,False
392,306,298,Sister,True,False
393,306,499,Mother,True,False
394,306,1198,Father,True,
395,308,506,Spouse,True,False
396,309,875,Spouse,False,True
397,312,743,Sister,True,True
398,312,916,Mother,True,
399,312,956,Brother,True,
400,312,1034,Father,True,
401,313,1041,Spouse,False,
402,315,441,Spouse,False,True
403,315,536,Daughter,False,True
404,316,1089,Extended,True,
405,316,1153,Extended,True,
406,317,100,Spouse,True,False
407,319,857,Mother,True,True
408,319,1109,Father,True,
409,320,830,Extended,True,True
410,320,1088,Son,True,
411,320,1134,Spouse,True,
412,321,1177,Extended,False,
413,324,79,Son,True,True
414,324,899,Spouse,True,
415,325,160,Brother,False,False
416,325,181,Sister,False,False
417,325,202,Brother,False,False
418,325,793,Sister,False,False
419,325,847,Brother,False,False
420,325,864,Sister,False,False
421,325,1080,Sister,False,
422,325,1234,Father,False,
423,325,1252,Brother,False,
424,325,1257,Mother,False,
425,328,881,Extended,True,True
426,329,166,Son,True,True
427,329,549,Spouse,True,False
428,329,934,Extended,True,
429,330,524,Mother,True,True
430,331,302,Brother,True,True
431,331,1019,Sister,True,
432,333,269,Mother,False,True
433,333,888,Extended,False,True
434,334,19,Extended,False,False
435,334,39,Sister,False,False
436,334,1037,Brother,False,
437,335,661,Spouse,True,True
438,337,152,Spouse,False,True
439,341,149,Father,True,False
440,341,194,Brother,True,True
441,342,28,Brother,True,False
442,342,89,Sister,True,True
443,342,439,Father,True,False
444,342,945,Sister,True,
445,342,961,Mother,True,
446,346,671,Extended,True,True
447,346,685,Extended,True,False
448,346,1067,Extended,True,
449,348,950,Spouse,True,
450,349,490,Brother,True,True
451,349,941,Mother,True,
452,353,533,Brother,False,False
453,353,579,Extended,False,False
454,353,774,Extended,False,False
455,353,1141,Extended,False,
456,353,1229,Father,False,
457,354,50,Spouse,False,False
458,361,64,Son,False,False
459,361,168,Spouse,False,False
460,361,635,Daughter,False,False
461,361,643,Daughter,False,False
462,361,820,Son,False,False
463,362,907,Spouse,False,
464,363,703,Daughter,False,False
465,365,187,Spouse,False,True
466,365,553,Extended,False,False
467,367,1128,Spouse,True,
468,368,141,Extended,True,False
469,368,599,Extended,True,False
470,368,853,Extended,True,False
471,368,972,Extended,True,
472,371,1256,Spouse,True,
473,372,1124,Brother,False,
474,375,8,Brother,False,False
475,375,25,Sister,False,False
476,375,568,Mother,False,False
477,375,1281,Brother,False,
478,376,35,Spouse,True,False
479,378,1110,Mother,False,
480,378,1299,Father,False,
481,379,1231,Extended,False,
482,380,86,Extended,False,True
483,380,105,Extended,False,False
484,380,393,Extended,False,False
485,380,877,Extended,False,False
486,382,623,Father,True,True
487,382,1225,Mother,True,
488,384,36,Spouse,True,False
489,386,550,Extended,False,True
490,386,1222,Extended,False,
491,387,60,Brother,False,False
492,387,72,Sister,False,False
493,387,481,Brother,False,False
494,387,679,Mother,False,False
495,387,684,Brother,False,False
496,387,1031,Father,False,
497,387,1032,Sister,False,
498,391,436,Daughter,True,True
499,391,764,Spouse,True,True
500,391,803,Son,True,True
501,393,86,Sister,False,True
502,393,105,Brother,False,False
503,393,380,Extended,False,False
504,393,877,Extended,False,False
505,394,216,Sister,True,True
506,394,660,Extended,True,False
507,395,11,Daughter,True,True
508,395,163,Extended,True,False
509,395,1009,Daughter,True,
510,396,26,Extended,False,True
511,396,104,Extended,False,False
512,396,806,Extended,False,False
513,396,1191,Extended,False,
514,397,282,Extended,False,False
515,397,1192,Extended,False,
516,403,114,Sister,False,False
517,403,580,Extended,False,True
518,404,143,Spouse,False,True
519,405,726,Extended,False,False
520,405,1172,Extended,False,
521,406,1293,Brother,False,
522,408,438,Mother,True,True
523,408,507,Extended,True,True
524,408,832,Brother,True,True
525,410,177,Brother,False,False
526,410,230,Sister,False,False
527,410,486,Sister,False,False
528,410,1024,Mother,False,
529,413,246,Brother,True,False
530,413,1303,Extended,True,
531,417,1086,Son,True,
532,417,1139,Spouse,True,
533,420,596,Father,False,False
534,420,800,Mother,False,False
535,424,611,Extended,False,False
536,424,617,Spouse,False,False
537,424,1093,Son,False,
538,425,255,Mother,False,False
539,425,1176,Sister,False,
540,427,547,Extended,True,True
541,427,1220,Spouse,True,
542,428,706,Extended,True,False
543,428,1078,Extended,True,
544,428,1194,Extended,True,
545,429,826,Extended,False,False
546,432,640,Spouse,True,False
547,433,922,Spouse,True,
548,435,578,Spouse,False,True
549,436,391,Father,True,True
550,436,764,Mother,True,True
551,436,803,Brother,True,True
552,438,408,Son,True,True
553,438,507,Extended,True,True
554,438,530,Brother,True,False
555,438,832,Son,True,True
556,438,944,Sister,True,
557,438,1121,Extended,True,
558,439,28,Son,False,False
559,439,89,Daughter,False,True
560,439,342,Daughter,False,True
561,439,945,Daughter,False,
562,439,961,Spouse,False,
563,441,315,Spouse,True,False
564,441,536,Daughter,True,True
565,446,1185,Father,True,
566,446,1266,Mother,True,
567,447,273,Mother,True,True
568,449,470,Sister,True,True
569,449,645,Sister,True,True
570,449,859,Mother,True,True
571,451,59,Daughter,False,True
572,451,473,Spouse,False,True
573,451,1142,Daughter,False,
574,452,491,Brother,False,False
575,454,850,Spouse,True,True
576,458,1137,Spouse,True,
577,460,1272,Extended,False,
578,470,449,Sister,True,True
579,470,645,Sister,True,True
580,470,859,Mother,True,True
581,472,535,Extended,False,False
582,472,929,Extended,False,
583,472,1202,Extended,False,
584,473,59,Daughter,True,True
585,473,451,Spouse,True,False
586,473,1142,Daughter,True,
587,477,727,Spouse,False,True
588,478,1,Brother,False,False
589,479,168,Extended,False,False
590,479,1087,Extended,False,
591,479,1115,Extended,False,
592,480,896,Mother,True,
593,481,60,Brother,False,False
594,481,72,Sister,False,False
595,481,387,Brother,False,False
596,481,679,Mother,False,False
597,481,684,Brother,False,False
598,481,1031,Father,False,
599,481,1032,Sister,False,
600,485,292,Spouse,True,True
601,486,177,Brother,False,False
602,486,230,Sister,False,False
603,486,410,Sister,False,False
604,486,1024,Mother,False,
605,487,225,Spouse,True,True
606,490,349,Brother,True,True
607,490,941,Mother,True,
608,491,452,Brother,False,False
609,495,650,Extended,False,True
610,497,592,Sister,True,True
611,499,298,Daughter,False,False
612,499,306,Son,False,True
613,499,1033,Extended,False,
614,499,1198,Spouse,False,
615,500,852,Extended,False,False
616,500,897,Extended,False,
617,501,164,Extended,False,False
618,502,1280,Extended,False,
619,506,308,Spouse,False,True
620,507,408,Extended,True,True
621,507,438,Extended,True,True
622,507,531,Daughter,True,True
623,507,832,Extended,True,True
624,507,1095,Daughter,True,
625,509,155,Extended,False,False
626,509,198,Extended,False,False
627,509,913,Extended,False,
628,511,1183,Extended,True,
629,514,912,Spouse,True,
630,515,664,Extended,False,False
631,518,999,Extended,False,
632,519,855,Extended,True,False
633,519,1082,Spouse,True,
634,524,330,Daughter,True,True
635,530,438,Sister,False,True
636,530,775,Spouse,False,True
637,530,944,Daughter,False,
638,530,1121,Extended,False,
639,531,507,Mother,True,True
640,531,1095,Sister,True,
641,533,353,Brother,False,False
642,533,579,Extended,False,False
643,533,774,Extended,False,False
644,533,1141,Extended,False,
645,533,1229,Father,False,
646,534,129,Daughter,True,True
647,534,1309,Son,True,
648,535,472,Extended,False,False
649,535,929,Extended,False,
650,535,1202,Extended,False,
651,536,315,Father,True,False
652,536,441,Mother,True,True
653,539,1274,Extended,False,
654,541,746,Father,True,False
655,541,1197,Mother,True,
656,542,14,Father,False,False
657,542,69,Sister,False,True
658,542,120,Sister,False,False
659,542,147,Extended,False,True
660,542,543,Sister,False,False
661,542,611,Mother,False,False
662,542,814,Sister,False,False
663,542,851,Brother,False,False
664,542,982,Extended,False,
665,542,1106,Sister,False,
666,542,1212,Extended,False,
667,543,14,Father,False,False
668,543,69,Sister,False,True
669,543,120,Sister,False,False
670,543,147,Extended,False,True
671,543,542,Sister,False,False
672,543,611,Mother,False,False
673,543,814,Sister,False,False
674,543,851,Brother,False,False
675,543,982,Extended,False,
676,543,1106,Sister,False,
677,543,1212,Extended,False,
678,544,547,Spouse,True,True
679,545,1131,Spouse,False,
680,547,427,Extended,True,True
681,547,544,Spouse,True,True
682,547,1220,Extended,True,
683,549,166,Son,False,True
684,549,329,Spouse,False,True
685,549,934,Extended,False,
686,550,386,Extended,True,False
687,550,1222,Mother,True,
688,551,2,Extended,True,True
689,551,582,Mother,True,True
690,551,699,Father,True,False
691,553,187,Extended,False,True
692,553,365,Extended,False,False
693,556,670,Extended,False,True
694,557,600,Brother,True,True
695,559,263,Spouse,True,False
696,559,586,Daughter,True,True
697,560,1152,Spouse,True,
698,560,1274,Extended,True,
699,566,901,Brother,False,
700,566,1039,Extended,False,
701,566,1079,Brother,False,
702,568,8,Son,False,False
703,568,25,Daughter,False,False
704,568,226,Extended,False,False
705,568,375,Daughter,False,False
706,568,1281,Son,False,
707,570,1210,Extended,True,
708,571,220,Extended,True,False
709,572,969,Sister,True,
710,572,1248,Sister,True,
711,574,301,Extended,True,True
712,574,892,Extended,True,
713,578,435,Spouse,True,False
714,579,353,Extended,False,False
715,579,533,Extended,False,False
716,579,774,Extended,False,False
717,579,1141,Extended,False,
718,579,1229,Extended,False,
719,579,1258,Spouse,False,
720,580,114,Extended,True,False
721,580,403,Extended,True,False
722,581,601,Sister,True,True
723,581,1133,Mother,True,
724,582,2,Extended,True,True
725,582,551,Son,True,True
726,582,699,Spouse,True,False
727,582,992,Extended,True,
728,586,263,Father,True,False
729,586,559,Mother,True,True
730,588,1289,Spouse,True,
731,592,497,Sister,True,True
732,594,189,Father,False,False
733,594,658,Mother,False,False
734,595,696,Extended,False,False
735,595,1011,Spouse,False,
736,596,420,Daughter,False,False
737,596,800,Spouse,False,False
738,598,9,Extended,False,True
739,598,173,Extended,False,True
740,598,303,Extended,False,False
741,598,720,Extended,False,False
742,598,870,Extended,False,True
743,599,141,Extended,False,False
744,599,368,Extended,False,True
745,599,853,Extended,False,False
746,599,972,Extended,False,
747,600,557,Sister,True,True
748,601,218,Spouse,True,False
749,601,581,Sister,True,True
750,601,1133,Mother,True,
751,606,1251,Spouse,False,
752,609,44,Daughter,True,True
753,609,686,Spouse,True,False
754,609,1188,Daughter,True,
755,611,14,Spouse,False,False
756,611,69,Extended,False,True
757,611,120,Daughter,False,False
758,611,147,Extended,False,True
759,611,424,Extended,False,False
760,611,542,Daughter,False,False
761,611,543,Daughter,False,False
762,611,814,Daughter,False,False
763,611,851,Son,False,False
764,611,982,Extended,False,
765,611,1106,Extended,False,
766,611,1212,Extended,False,
767,613,242,Sister,True,True
768,613,1092,Extended,True,
769,616,755,Mother,True,True
770,616,1245,Father,True,
771,616,1277,Sister,True,
772,617,424,Spouse,False,False
773,617,1093,Son,False,
774,618,254,Spouse,False,False
775,619,184,Brother,True,True
776,619,1070,Mother,True,
777,619,1218,Sister,True,
778,621,831,Spouse,False,True
779,622,936,Spouse,True,
780,623,382,Daughter,True,True
781,623,1225,Spouse,True,
782,624,705,Extended,False,False
783,624,861,Extended,False,False
784,624,1201,Extended,False,
785,635,64,Brother,False,False
786,635,168,Mother,False,False
787,635,361,Father,False,False
788,635,643,Sister,False,False
789,635,820,Brother,False,False
790,636,260,Extended,True,True
791,638,238,Daughter,False,True
792,638,802,Spouse,False,True
793,639,51,Son,False,False
794,639,165,Son,False,False
795,639,267,Son,False,False
796,639,687,Son,False,False
797,639,825,Son,False,False
798,640,432,Spouse,False,True
799,641,722,Extended,False,False
800,641,772,Extended,False,False
801,643,64,Brother,False,False
802,643,168,Mother,False,False
803,643,361,Father,False,False
804,643,635,Sister,False,False
805,643,820,Brother,False,False
806,645,449,Sister,True,True
807,645,470,Sister,True,True
808,645,859,Mother,True,True
809,646,53,Spouse,True,True
810,647,948,Extended,False,
811,647,1226,Extended,False,
812,650,495,Extended,True,False
813,652,99,Mother,True,True
814,656,121,Brother,False,False
815,656,666,Brother,False,False
816,658,189,Spouse,False,False
817,658,594,Daughter,False,False
818,660,216,Extended,False,True
819,660,394,Extended,False,True
820,661,335,Spouse,True,True
821,664,515,Extended,False,False
822,665,896,Sister,True,
823,666,121,Brother,False,False
824,666,656,Brother,False,False
825,670,556,Extended,True,False
826,670,713,Spouse,True,True
827,671,346,Extended,True,True
828,671,685,Spouse,True,False
829,671,1067,Daughter,True,
830,672,984,Spouse,False,
831,679,60,Son,False,False
832,679,72,Daughter,False,False
833,679,387,Son,False,False
834,679,481,Son,False,False
835,679,684,Son,False,False
836,679,1031,Spouse,False,
837,679,1032,Daughter,False,
838,680,1235,Mother,True,
839,684,60,Brother,False,False
840,684,72,Sister,False,False
841,684,387,Brother,False,False
842,684,481,Brother,False,False
843,684,679,Mother,False,False
844,684,1031,Father,False,
845,684,1032,Sister,False,
846,685,346,Extended,False,True
847,685,671,Spouse,False,True
848,685,1067,Daughter,False,
849,686,44,Daughter,False,True
850,686,609,Spouse,False,True
851,686,1188,Daughter,False,
852,687,51,Brother,False,False
853,687,165,Brother,False,False
854,687,267,Brother,False,False
855,687,639,Mother,False,False
856,687,825,Brother,False,False
857,691,782,Spouse,True,True
858,692,932,Father,True,
859,693,827,Extended,True,False
860,694,833,Extended,False,False
861,696,595,Extended,False,False
862,696,1011,Extended,False,
863,699,2,Extended,False,True
864,699,551,Son,False,True
865,699,582,Spouse,False,True
866,701,1094,Spouse,True,
867,703,363,Mother,False,False
868,705,624,Extended,False,False
869,705,861,Brother,False,False
870,705,1201,Extended,False,
871,706,428,Extended,False,True
872,710,66,Brother,True,True
873,710,1117,Mother,True,
874,713,670,Spouse,True,True
875,714,41,Extended,False,False
876,714,232,Extended,False,False
877,720,9,Extended,False,True
878,720,173,Extended,False,True
879,720,303,Extended,False,False
880,720,598,Extended,False,False
881,720,870,Extended,False,True
882,721,849,Father,True,False
883,722,641,Extended,False,False
884,722,772,Extended,False,False
885,725,810,Spouse,True,True
886,726,405,Extended,False,False
887,726,1172,Extended,False,
888,727,477,Spouse,True,False
889,727,923,Brother,True,
890,727,1211,Brother,True,
891,729,1167,Sister,False,
892,730,910,Sister,False,
893,736,305,Extended,False,False
894,737,1059,Spouse,False,
895,742,988,Spouse,False,
896,743,312,Sister,True,True
897,743,916,Mother,True,
898,743,956,Brother,True,
899,743,1034,Father,True,
900,744,1275,Spouse,False,
901,746,541,Daughter,False,True
902,746,1197,Spouse,False,
903,747,280,Spouse,False,True
904,747,1284,Son,False,
905,749,1074,Spouse,False,
906,751,981,Brother,True,
907,751,1154,Mother,True,
908,752,824,Mother,True,True
909,755,616,Daughter,True,True
910,755,1245,Spouse,True,
911,755,1277,Daughter,True,
912,756,248,Mother,True,True
913,757,1027,Extended,False,
914,764,391,Spouse,True,True
915,764,436,Daughter,True,True
916,764,803,Son,True,True
917,766,276,Sister,True,True
918,766,807,Extended,True,False
919,769,6,Extended,False,False
920,769,110,Sister,False,True
921,772,641,Extended,False,False
922,772,722,Extended,False,False
923,774,353,Extended,False,False
924,774,533,Extended,False,False
925,774,579,Extended,False,False
926,774,1141,Extended,False,
927,774,1229,Extended,False,
928,775,530,Spouse,True,False
929,775,944,Daughter,True,
930,775,1121,Extended,True,
931,782,691,Spouse,True,True
932,784,889,Daughter,False,False
933,784,925,Spouse,False,
934,784,1136,Son,False,
935,785,211,Extended,False,False
936,788,17,Brother,False,False
937,788,172,Brother,False,False
938,788,279,Brother,False,False
939,788,886,Mother,False,False
940,788,947,Brother,False,
941,789,94,Father,True,False
942,789,924,Mother,True,
943,789,1246,Sister,True,
944,793,160,Brother,False,False
945,793,181,Sister,False,False
946,793,202,Brother,False,False
947,793,325,Brother,False,False
948,793,847,Brother,False,False
949,793,864,Sister,False,False
950,793,1080,Sister,False,
951,793,1234,Father,False,
952,793,1252,Brother,False,
953,793,1257,Mother,False,
954,800,420,Daughter,False,False
955,800,596,Spouse,False,False
956,802,238,Daughter,True,True
957,802,638,Spouse,True,False
958,803,391,Father,True,True
959,803,436,Sister,True,True
960,803,764,Mother,True,True
961,804,1008,Extended,True,
962,804,1025,Extended,True,
963,804,1224,Extended,True,
964,806,26,Extended,False,True
965,806,104,Extended,False,False
966,806,396,Extended,False,False
967,806,1191,Extended,False,
968,807,276,Extended,False,True
969,807,766,Extended,False,True
970,810,725,Spouse,True,True
971,814,14,Father,False,False
972,814,69,Sister,False,True
973,814,120,Sister,False,False
974,814,147,Extended,False,True
975,814,542,Sister,False,False
976,814,543,Sister,False,False
977,814,611,Mother,False,False
978,814,851,Brother,False,False
979,814,982,Extended,False,
980,814,1106,Sister,False,
981,814,1212,Extended,False,
982,818,828,Son,False,True
983,818,1253,Spouse,False,
984,820,64,Brother,False,False
985,820,168,Mother,False,False
986,820,361,Father,False,False
987,820,635,Sister,False,False
988,820,643,Sister,False,False
989,821,984,Daughter,True,
990,821,1200,Spouse,True,
991,824,752,Son,True,True
992,825,51,Brother,False,False
